statecode,countycode,state,county,year,laborforce,employed,unemployed,rate
6,61,CA,Placer,2017,182169,175165,7004,3.8
6,63,CA,Plumas,2017,7803,7111,692,8.9
6,65,CA,Riverside,2017,1073843,1017591,56252,5.2
6,67,CA,Sacramento,2017,702049,669469,32580,4.6
6,69,CA,San Benito,2017,30317,28552,1765,5.8
6,71,CA,San Bernardino,2017,950765,904183,46582,4.9
6,73,CA,San Diego,2017,1584655,1521190,63465,4
6,75,CA,San Francisco,2017,568722,552223,16499,2.9
6,77,CA,San Joaquin,2017,324788,302176,22612,7
6,79,CA,San Luis Obispo,2017,142066,136977,5089,3.6
6,81,CA,San Mateo,2017,452445,440324,12121,2.7
6,83,CA,Santa Barbara,2017,216954,207213,9741,4.5
6,85,CA,Santa Clara,2017,1040558,1007143,33415,3.2
6,87,CA,Santa Cruz,2017,143802,135648,8154,5.7
6,89,CA,Shasta,2017,74476,70155,4321,5.8
6,91,CA,Sierra,2017,1301,1216,85,6.5
6,93,CA,Siskiyou,2017,17963,16662,1301,7.2
6,95,CA,Solano,2017,209199,199257,9942,4.8
6,97,CA,Sonoma,2017,262807,253972,8835,3.4
6,99,CA,Stanislaus,2017,243235,225070,18165,7.5
6,101,CA,Sutter,2017,45739,41804,3935,8.6
6,103,CA,Tehama,2017,25598,23968,1630,6.4
6,105,CA,Trinity,2017,4991,4690,301,6
6,107,CA,Tulare,2017,205423,184022,21401,10.4
6,109,CA,Tuolumne,2017,21477,20319,1158,5.4
6,111,CA,Ventura,2017,426116,406976,19140,4.5
6,113,CA,Yolo,2017,107775,102373,5402,5
6,115,CA,Yuba,2017,28546,26421,2125,7.4
8,1,CO,Adams,2017,261302,253318,7984,3.1
8,3,CO,Alamosa,2017,8230,7948,282,3.4
8,5,CO,Arapahoe,2017,351417,341647,9770,2.8
8,7,CO,Archuleta,2017,6593,6395,198,3
8,9,CO,Baca,2017,2138,2103,35,1.6
8,11,CO,Bent,2017,1925,1873,52,2.7
8,13,CO,Boulder,2017,186852,182316,4536,2.4
8,14,CO,Broomfield,2017,37971,36974,997,2.6
8,15,CO,Chaffee,2017,9318,9101,217,2.3
8,17,CO,Cheyenne,2017,1145,1125,20,1.7
8,19,CO,Clear Creek,2017,5853,5700,153,2.6
8,21,CO,Conejos,2017,3920,3755,165,4.2
8,23,CO,Costilla,2017,1832,1767,65,3.5
8,25,CO,Crowley,2017,1458,1413,45,3.1
8,27,CO,Custer,2017,2015,1954,61,3
8,29,CO,Delta,2017,14357,13798,559,3.9
8,31,CO,Denver,2017,397166,386225,10941,2.8
8,33,CO,Dolores,2017,1138,1104,34,3
8,35,CO,Douglas,2017,183263,178882,4381,2.4
8,37,CO,Eagle,2017,35052,34240,812,2.3
8,39,CO,Elbert,2017,14330,13981,349,2.4
8,41,CO,El Paso,2017,326663,315997,10666,3.3
8,43,CO,Fremont,2017,15084,14437,647,4.3
8,45,CO,Garfield,2017,31778,30863,915,2.9
8,47,CO,Gilpin,2017,3594,3521,73,2
8,49,CO,Grand,2017,9598,9383,215,2.2
8,51,CO,Gunnison,2017,10714,10500,214,2
8,53,CO,Hinsdale,2017,492,481,11,2.2
8,55,CO,Huerfano,2017,2580,2432,148,5.7
8,57,CO,Jackson,2017,963,946,17,1.8
8,59,CO,Jefferson,2017,325390,316839,8551,2.6
8,61,CO,Kiowa,2017,942,925,17,1.8
8,63,CO,Kit Carson,2017,4606,4522,84,1.8
8,65,CO,Lake,2017,4731,4629,102,2.2
8,67,CO,La Plata,2017,31713,30936,777,2.5
8,69,CO,Larimer,2017,195084,190337,4747,2.4
8,71,CO,Las Animas,2017,6277,6023,254,4
8,73,CO,Lincoln,2017,2404,2353,51,2.1
8,75,CO,Logan,2017,11213,10950,263,2.3
8,77,CO,Mesa,2017,73877,70937,2940,4
8,79,CO,Mineral,2017,453,444,9,2
8,81,CO,Moffat,2017,7375,7130,245,3.3
8,83,CO,Montezuma,2017,12998,12478,520,4
8,85,CO,Montrose,2017,20925,20234,691,3.3
8,87,CO,Morgan,2017,15716,15332,384,2.4
8,89,CO,Otero,2017,8352,8006,346,4.1
8,91,CO,Ouray,2017,2291,2225,66,2.9
8,93,CO,Park,2017,10153,9909,244,2.4
8,95,CO,Phillips,2017,2597,2554,43,1.7
8,97,CO,Pitkin,2017,11032,10691,341,3.1
8,99,CO,Prowers,2017,6216,6053,163,2.6
8,101,CO,Pueblo,2017,74580,71353,3227,4.3
8,103,CO,Rio Blanco,2017,2822,2713,109,3.9
8,105,CO,Rio Grande,2017,5445,5209,236,4.3
8,107,CO,Routt,2017,15577,15206,371,2.4
8,109,CO,Saguache,2017,3404,3253,151,4.4
8,111,CO,San Juan,2017,538,526,12,2.2
8,113,CO,San Miguel,2017,5397,5243,154,2.9
8,115,CO,Sedgwick,2017,1214,1187,27,2.2
8,117,CO,Summit,2017,22008,21598,410,1.9
8,119,CO,Teller,2017,12170,11776,394,3.2
8,121,CO,Washington,2017,3054,2995,59,1.9
8,123,CO,Weld,2017,157286,153092,4194,2.7
8,125,CO,Yuma,2017,5726,5633,93,1.6
9,1,CT,Fairfield,2017,485357,463484,21873,4.5
9,3,CT,Hartford,2017,481242,457937,23305,4.8
9,5,CT,Litchfield,2017,105736,101180,4556,4.3
9,7,CT,Middlesex,2017,93686,89889,3797,4.1
9,9,CT,New Haven,2017,462382,439130,23252,5
9,11,CT,New London,2017,139444,133191,6253,4.5
9,13,CT,Tolland,2017,86570,83107,3463,4
9,15,CT,Windham,2017,64159,60939,3220,5
10,1,DE,Kent,2017,78132,74246,3886,5
10,3,DE,New Castle,2017,296289,282959,13330,4.5
10,5,DE,Sussex,2017,102929,98223,4706,4.6
11,1,DC,District of Columbia,2017,400894,376633,24261,6.1
12,1,FL,Alachua,2017,136013,130980,5033,3.7
12,3,FL,Baker,2017,11794,11316,478,4.1
12,5,FL,Bay,2017,88900,85261,3639,4.1
12,7,FL,Bradford,2017,11293,10885,408,3.6
12,9,FL,Brevard,2017,268757,257365,11392,4.2
12,11,FL,Broward,2017,1026330,986586,39744,3.9
12,13,FL,Calhoun,2017,4933,4692,241,4.9
12,15,FL,Charlotte,2017,70269,67028,3241,4.6
12,17,FL,Citrus,2017,47901,45134,2767,5.8
12,19,FL,Clay,2017,104588,100617,3971,3.8
12,21,FL,Collier,2017,171979,164974,7005,4.1
12,23,FL,Columbia,2017,29419,28160,1259,4.3
12,27,FL,DeSoto,2017,13833,13225,608,4.4
12,29,FL,Dixie,2017,5800,5536,264,4.6
12,31,FL,Duval,2017,483717,463724,19993,4.1
12,33,FL,Escambia,2017,144784,138797,5987,4.1
12,35,FL,Flagler,2017,46377,44220,2157,4.7
12,37,FL,Franklin,2017,4770,4599,171,3.6
12,39,FL,Gadsden,2017,18477,17495,982,5.3
12,41,FL,Gilchrist,2017,6839,6551,288,4.2
12,43,FL,Glades,2017,5043,4782,261,5.2
12,45,FL,Gulf,2017,6024,5792,232,3.9
12,47,FL,Hamilton,2017,4438,4227,211,4.8
12,49,FL,Hardee,2017,9378,8858,520,5.5
12,51,FL,Hendry,2017,15652,14518,1134,7.2
12,53,FL,Hernando,2017,69356,65799,3557,5.1
12,55,FL,Highlands,2017,35921,33902,2019,5.6
12,57,FL,Hillsborough,2017,723973,696278,27695,3.8
12,59,FL,Holmes,2017,6801,6477,324,4.8
12,61,FL,Indian River,2017,63322,60169,3153,5
12,63,FL,Jackson,2017,17307,16537,770,4.4
12,65,FL,Jefferson,2017,5444,5209,235,4.3
12,67,FL,Lafayette,2017,2955,2845,110,3.7
12,69,FL,Lake,2017,151015,144864,6151,4.1
12,71,FL,Lee,2017,335542,322180,13362,4
12,73,FL,Leon,2017,152544,146651,5893,3.9
12,75,FL,Levy,2017,16967,16230,737,4.3
12,77,FL,Liberty,2017,2632,2514,118,4.5
12,79,FL,Madison,2017,7407,7083,324,4.4
12,81,FL,Manatee,2017,174945,168161,6784,3.9
12,83,FL,Marion,2017,133553,126934,6619,5
12,85,FL,Martin,2017,72370,69391,2979,4.1
12,86,FL,Miami-Dade,2017,1384224,1317493,66731,4.8
12,87,FL,Monroe,2017,45317,43816,1501,3.3
12,89,FL,Nassau,2017,39078,37594,1484,3.8
12,91,FL,Okaloosa,2017,95850,92613,3237,3.4
12,93,FL,Okeechobee,2017,18691,17909,782,4.2
12,95,FL,Orange,2017,731398,704715,26683,3.6
12,97,FL,Osceola,2017,169949,162768,7181,4.2
12,99,FL,Palm Beach,2017,724465,694979,29486,4.1
12,101,FL,Pasco,2017,227733,217800,9933,4.4
12,103,FL,Pinellas,2017,490061,471855,18206,3.7
12,105,FL,Polk,2017,293587,279944,13643,4.6
12,107,FL,Putnam,2017,27106,25661,1445,5.3
12,109,FL,St. Johns,2017,122964,118889,4075,3.3
12,111,FL,St. Lucie,2017,138067,131067,7000,5.1
12,113,FL,Santa Rosa,2017,78353,75353,3000,3.8
12,115,FL,Sarasota,2017,185793,178650,7143,3.8
12,117,FL,Seminole,2017,250562,241507,9055,3.6
12,119,FL,Sumter,2017,30293,28465,1828,6
12,121,FL,Suwannee,2017,18082,17312,770,4.3
12,123,FL,Taylor,2017,8785,8390,395,4.5
12,125,FL,Union,2017,4876,4701,175,3.6
12,127,FL,Volusia,2017,251509,240636,10873,4.3
12,129,FL,Wakulla,2017,14622,14108,514,3.5
12,131,FL,Walton,2017,29702,28639,1063,3.6
12,133,FL,Washington,2017,9839,9412,427,4.3
13,1,GA,Appling,2017,9261,8749,512,5.5
13,3,GA,Atkinson,2017,4160,3973,187,4.5
13,5,GA,Bacon,2017,5091,4860,231,4.5
13,7,GA,Baker,2017,1220,1143,77,6.3
13,9,GA,Baldwin,2017,17815,16756,1059,5.9
13,11,GA,Banks,2017,9242,8876,366,4
13,13,GA,Barrow,2017,38866,37280,1586,4.1
13,15,GA,Bartow,2017,49763,47468,2295,4.6
13,17,GA,Ben Hill,2017,5511,5078,433,7.9
13,19,GA,Berrien,2017,7419,7042,377,5.1
13,21,GA,Bibb,2017,69653,65922,3731,5.4
13,23,GA,Bleckley,2017,4581,4263,318,6.9
13,25,GA,Brantley,2017,7238,6818,420,5.8
13,27,GA,Brooks,2017,7158,6835,323,4.5
13,29,GA,Bryan,2017,17325,16593,732,4.2
13,31,GA,Bulloch,2017,37157,35299,1858,5
13,33,GA,Burke,2017,9479,8808,671,7.1
13,35,GA,Butts,2017,10684,10167,517,4.8
13,37,GA,Calhoun,2017,2236,2119,117,5.2
13,39,GA,Camden,2017,20906,19823,1083,5.2
13,43,GA,Candler,2017,5270,5051,219,4.2
13,45,GA,Carroll,2017,55039,52272,2767,5
13,47,GA,Catoosa,2017,33123,31747,1376,4.2
13,49,GA,Charlton,2017,4841,4595,246,5.1
13,51,GA,Chatham,2017,139026,132767,6259,4.5
13,53,GA,Chattahoochee,2017,2088,1935,153,7.3
13,55,GA,Chattooga,2017,10632,10128,504,4.7
13,57,GA,Cherokee,2017,129987,125131,4856,3.7
13,59,GA,Clarke,2017,60980,58078,2902,4.8
13,61,GA,Clay,2017,875,797,78,8.9
13,63,GA,Clayton,2017,134595,126727,7868,5.8
13,65,GA,Clinch,2017,2825,2669,156,5.5
13,67,GA,Cobb,2017,423398,406109,17289,4.1
13,69,GA,Coffee,2017,18436,17482,954,5.2
13,71,GA,Colquitt,2017,22195,21192,1003,4.5
13,73,GA,Columbia,2017,72880,69833,3047,4.2
13,75,GA,Cook,2017,7732,7375,357,4.6
13,77,GA,Coweta,2017,72479,69436,3043,4.2
13,79,GA,Crawford,2017,5758,5470,288,5
13,81,GA,Crisp,2017,9462,8968,494,5.2
13,83,GA,Dade,2017,8282,7918,364,4.4
13,85,GA,Dawson,2017,11688,11231,457,3.9
13,87,GA,Decatur,2017,11663,11006,657,5.6
13,89,GA,DeKalb,2017,394688,375712,18976,4.8
13,91,GA,Dodge,2017,7126,6677,449,6.3
13,93,GA,Dooly,2017,5105,4843,262,5.1
13,95,GA,Dougherty,2017,39080,36689,2391,6.1
13,97,GA,Douglas,2017,72367,68825,3542,4.9
13,99,GA,Early,2017,4555,4305,250,5.5
13,101,GA,Echols,2017,1933,1859,74,3.8
13,103,GA,Effingham,2017,29036,27840,1196,4.1
13,105,GA,Elbert,2017,7874,7455,419,5.3
13,107,GA,Emanuel,2017,8683,8101,582,6.7
13,109,GA,Evans,2017,4921,4706,215,4.4
13,111,GA,Fannin,2017,11006,10481,525,4.8
13,113,GA,Fayette,2017,57431,55086,2345,4.1
13,115,GA,Floyd,2017,44296,41986,2310,5.2
13,117,GA,Forsyth,2017,114728,110421,4307,3.8
13,119,GA,Franklin,2017,10019,9541,478,4.8
13,121,GA,Fulton,2017,548023,521549,26474,4.8
13,123,GA,Gilmer,2017,11988,11387,601,5
13,125,GA,Glascock,2017,1303,1237,66,5.1
13,127,GA,Glynn,2017,39838,37951,1887,4.7
13,129,GA,Gordon,2017,26745,25503,1242,4.6
13,131,GA,Grady,2017,10750,10223,527,4.9
13,133,GA,Greene,2017,6817,6466,351,5.1
13,135,GA,Gwinnett,2017,482878,462438,20440,4.2
13,137,GA,Habersham,2017,19372,18485,887,4.6
13,139,GA,Hall,2017,100338,96413,3925,3.9
13,141,GA,Hancock,2017,2569,2386,183,7.1
13,143,GA,Haralson,2017,12491,11894,597,4.8
13,145,GA,Harris,2017,16350,15653,697,4.3
13,147,GA,Hart,2017,11259,10758,501,4.4
13,149,GA,Heard,2017,5143,4885,258,5
13,151,GA,Henry,2017,112204,106742,5462,4.9
13,153,GA,Houston,2017,69194,65899,3295,4.8
13,155,GA,Irwin,2017,3280,3048,232,7.1
13,157,GA,Jackson,2017,35004,33729,1275,3.6
13,159,GA,Jasper,2017,6811,6516,295,4.3
13,161,GA,Jeff Davis,2017,6159,5788,371,6
13,163,GA,Jefferson,2017,6760,6334,426,6.3
13,165,GA,Jenkins,2017,3206,2987,219,6.8
13,167,GA,Johnson,2017,4003,3797,206,5.1
13,169,GA,Jones,2017,14045,13430,615,4.4
13,171,GA,Lamar,2017,8126,7665,461,5.7
13,173,GA,Lanier,2017,3874,3676,198,5.1
13,175,GA,Laurens,2017,19445,18294,1151,5.9
13,177,GA,Lee,2017,14956,14324,632,4.2
13,179,GA,Liberty,2017,25838,24490,1348,5.2
13,181,GA,Lincoln,2017,3578,3389,189,5.3
13,183,GA,Long,2017,7703,7321,382,5
13,185,GA,Lowndes,2017,51826,49391,2435,4.7
13,187,GA,Lumpkin,2017,16756,16083,673,4
13,189,GA,McDuffie,2017,8964,8405,559,6.2
13,191,GA,McIntosh,2017,6120,5808,312,5.1
13,193,GA,Macon,2017,4763,4430,333,7
13,195,GA,Madison,2017,13602,13020,582,4.3
13,197,GA,Marion,2017,3421,3213,208,6.1
13,199,GA,Meriwether,2017,9012,8482,530,5.9
13,201,GA,Miller,2017,2840,2711,129,4.5
13,205,GA,Mitchell,2017,8538,7995,543,6.4
13,207,GA,Monroe,2017,13235,12637,598,4.5
13,209,GA,Montgomery,2017,3811,3558,253,6.6
13,211,GA,Morgan,2017,9015,8606,409,4.5
13,213,GA,Murray,2017,15815,14833,982,6.2
13,215,GA,Muscogee,2017,79554,74739,4815,6.1
13,217,GA,Newton,2017,51535,48794,2741,5.3
13,219,GA,Oconee,2017,19231,18550,681,3.5
13,221,GA,Oglethorpe,2017,7212,6902,310,4.3
13,223,GA,Paulding,2017,82244,78836,3408,4.1
13,225,GA,Peach,2017,11669,10986,683,5.9
13,227,GA,Pickens,2017,14857,14220,637,4.3
13,229,GA,Pierce,2017,8840,8439,401,4.5
13,231,GA,Pike,2017,8667,8280,387,4.5
13,233,GA,Polk,2017,18470,17494,976,5.3
13,235,GA,Pulaski,2017,4149,3930,219,5.3
13,237,GA,Putnam,2017,8145,7670,475,5.8
13,239,GA,Quitman,2017,827,778,49,5.9
13,241,GA,Rabun,2017,6915,6570,345,5
13,243,GA,Randolph,2017,2510,2343,167,6.7
13,245,GA,Richmond,2017,86601,81450,5151,5.9
13,247,GA,Rockdale,2017,44641,42284,2357,5.3
13,249,GA,Schley,2017,2130,2011,119,5.6
13,251,GA,Screven,2017,5275,4939,336,6.4
13,253,GA,Seminole,2017,3124,2919,205,6.6
13,255,GA,Spalding,2017,28529,26870,1659,5.8
13,257,GA,Stephens,2017,11020,10438,582,5.3
13,259,GA,Stewart,2017,2266,2133,133,5.9
13,261,GA,Sumter,2017,12941,12043,898,6.9
13,263,GA,Talbot,2017,2797,2625,172,6.1
13,265,GA,Taliaferro,2017,572,533,39,6.8
13,267,GA,Tattnall,2017,9626,9147,479,5
13,269,GA,Taylor,2017,2844,2595,249,8.8
13,271,GA,Telfair,2017,4800,4424,376,7.8
13,273,GA,Terrell,2017,3759,3534,225,6
13,275,GA,Thomas,2017,17273,16255,1018,5.9
13,277,GA,Tift,2017,19253,18339,914,4.7
13,279,GA,Toombs,2017,12005,11223,782,6.5
13,281,GA,Towns,2017,3839,3588,251,6.5
13,283,GA,Treutlen,2017,2752,2569,183,6.6
13,285,GA,Troup,2017,37665,35996,1669,4.4
13,287,GA,Turner,2017,3305,3116,189,5.7
13,289,GA,Twiggs,2017,2973,2747,226,7.6
13,291,GA,Union,2017,10188,9732,456,4.5
13,293,GA,Upson,2017,11295,10669,626,5.5
13,295,GA,Walker,2017,30728,29326,1402,4.6
13,297,GA,Walton,2017,44747,42813,1934,4.3
13,299,GA,Ware,2017,15972,15243,729,4.6
13,301,GA,Warren,2017,2725,2563,162,5.9
13,303,GA,Washington,2017,7373,6930,443,6
13,305,GA,Wayne,2017,11371,10714,657,5.8
13,307,GA,Webster,2017,988,913,75,7.6
13,309,GA,Wheeler,2017,1758,1601,157,8.9
13,311,GA,White,2017,15745,15133,612,3.9
13,313,GA,Whitfield,2017,45297,42821,2476,5.5
13,315,GA,Wilcox,2017,2742,2579,163,5.9
13,317,GA,Wilkes,2017,3836,3618,218,5.7
13,319,GA,Wilkinson,2017,3845,3625,220,5.7
13,321,GA,Worth,2017,9353,8893,460,4.9
15,1,HI,Hawaii,2017,91412,88847,2565,2.8
15,3,HI,Honolulu,2017,471330,460776,10554,2.2
15,7,HI,Kauai,2017,36132,35273,859,2.4
15,9,HI,Maui,2017,86545,84346,2199,2.5
16,1,ID,Ada,2017,232954,226485,6469,2.8
16,3,ID,Adams,2017,1748,1649,99,5.7
16,5,ID,Bannock,2017,41733,40475,1258,3
16,7,ID,Bear Lake,2017,2803,2712,91,3.2
16,9,ID,Benewah,2017,3993,3772,221,5.5
16,11,ID,Bingham,2017,22946,22268,678,3
16,13,ID,Blaine,2017,12277,11966,311,2.5
16,15,ID,Boise,2017,3200,3047,153,4.8
16,17,ID,Bonner,2017,19131,18272,859,4.5
16,19,ID,Bonneville,2017,53517,52087,1430,2.7
16,21,ID,Boundary,2017,5135,4891,244,4.8
16,23,ID,Butte,2017,1314,1274,40,3
16,25,ID,Camas,2017,676,658,18,2.7
16,27,ID,Canyon,2017,96377,92955,3422,3.6
16,29,ID,Caribou,2017,3814,3693,121,3.2
16,31,ID,Cassia,2017,11718,11429,289,2.5
16,33,ID,Clark,2017,403,392,11,2.7
16,35,ID,Clearwater,2017,3039,2830,209,6.9
16,37,ID,Custer,2017,2151,2060,91,4.2
16,39,ID,Elmore,2017,11144,10741,403,3.6
16,41,ID,Franklin,2017,6723,6570,153,2.3
16,43,ID,Fremont,2017,7583,7381,202,2.7
16,45,ID,Gem,2017,7934,7623,311,3.9
16,47,ID,Gooding,2017,8054,7857,197,2.4
16,49,ID,Idaho,2017,6246,5937,309,4.9
16,51,ID,Jefferson,2017,13057,12730,327,2.5
16,53,ID,Jerome,2017,11763,11442,321,2.7
16,55,ID,Kootenai,2017,75457,72557,2900,3.8
16,57,ID,Latah,2017,20140,19606,534,2.7
16,59,ID,Lemhi,2017,3472,3291,181,5.2
16,61,ID,Lewis,2017,1604,1510,94,5.9
16,63,ID,Lincoln,2017,2710,2623,87,3.2
16,65,ID,Madison,2017,21269,20866,403,1.9
16,67,ID,Minidoka,2017,11000,10707,293,2.7
16,69,ID,Nez Perce,2017,21264,20662,602,2.8
16,71,ID,Oneida,2017,2254,2190,64,2.8
16,73,ID,Owyhee,2017,5178,4971,207,4
16,75,ID,Payette,2017,11512,11061,451,3.9
16,77,ID,Power,2017,3952,3818,134,3.4
16,79,ID,Shoshone,2017,5041,4725,316,6.3
16,81,ID,Teton,2017,6088,5922,166,2.7
16,83,ID,Twin Falls,2017,41351,40156,1195,2.9
16,85,ID,Valley,2017,5131,4906,225,4.4
16,87,ID,Washington,2017,4611,4396,215,4.7
17,1,IL,Adams,2017,32237,31008,1229,3.8
17,3,IL,Alexander,2017,2161,1989,172,8
17,5,IL,Bond,2017,7817,7478,339,4.3
17,7,IL,Boone,2017,25978,24269,1709,6.6
17,9,IL,Brown,2017,2842,2761,81,2.9
17,11,IL,Bureau,2017,17319,16490,829,4.8
17,13,IL,Calhoun,2017,2352,2227,125,5.3
17,15,IL,Carroll,2017,7607,7263,344,4.5
17,17,IL,Cass,2017,6157,5882,275,4.5
17,19,IL,Champaign,2017,104527,100100,4427,4.2
17,21,IL,Christian,2017,14687,13919,768,5.2
17,23,IL,Clark,2017,7845,7470,375,4.8
17,25,IL,Clay,2017,6623,6277,346,5.2
17,27,IL,Clinton,2017,20251,19547,704,3.5
17,29,IL,Coles,2017,24429,23308,1121,4.6
17,31,IL,Cook,2017,2653153,2514113,139040,5.2
17,33,IL,Crawford,2017,8778,8323,455,5.2
17,35,IL,Cumberland,2017,6096,5858,238,3.9
17,37,IL,DeKalb,2017,54651,52180,2471,4.5
17,39,IL,De Witt,2017,7740,7386,354,4.6
17,41,IL,Douglas,2017,10120,9714,406,4
17,43,IL,DuPage,2017,515683,494644,21039,4.1
17,45,IL,Edgar,2017,9426,8974,452,4.8
17,47,IL,Edwards,2017,2838,2710,128,4.5
17,49,IL,Effingham,2017,18787,18083,704,3.7
17,51,IL,Fayette,2017,9585,9065,520,5.4
17,53,IL,Ford,2017,6483,6178,305,4.7
17,55,IL,Franklin,2017,16425,15380,1045,6.4
17,57,IL,Fulton,2017,15430,14464,966,6.3
17,59,IL,Gallatin,2017,2455,2316,139,5.7
17,61,IL,Greene,2017,5965,5666,299,5
17,63,IL,Grundy,2017,25658,24136,1522,5.9
17,65,IL,Hamilton,2017,4416,4221,195,4.4
17,67,IL,Hancock,2017,8483,8051,432,5.1
17,69,IL,Hardin,2017,1336,1234,102,7.6
17,71,IL,Henderson,2017,3643,3461,182,5
17,73,IL,Henry,2017,24790,23545,1245,5
17,75,IL,Iroquois,2017,14668,14014,654,4.5
17,77,IL,Jackson,2017,27990,26759,1231,4.4
17,79,IL,Jasper,2017,4520,4302,218,4.8
17,81,IL,Jefferson,2017,17341,16406,935,5.4
17,83,IL,Jersey,2017,10931,10413,518,4.7
17,85,IL,Jo Daviess,2017,11002,10518,484,4.4
17,87,IL,Johnson,2017,4084,3785,299,7.3
17,89,IL,Kane,2017,267675,255037,12638,4.7
17,91,IL,Kankakee,2017,55854,52935,2919,5.2
17,93,IL,Kendall,2017,67862,64820,3042,4.5
17,95,IL,Knox,2017,22472,21328,1144,5.1
17,97,IL,Lake,2017,370972,354622,16350,4.4
17,99,IL,LaSalle,2017,55642,52569,3073,5.5
17,101,IL,Lawrence,2017,6042,5681,361,6
17,103,IL,Lee,2017,17784,17028,756,4.3
17,105,IL,Livingston,2017,16611,15882,729,4.4
17,107,IL,Logan,2017,12827,12246,581,4.5
17,109,IL,McDonough,2017,13485,12827,658,4.9
17,111,IL,McHenry,2017,167389,159780,7609,4.5
17,113,IL,McLean,2017,88354,84768,3586,4.1
17,115,IL,Macon,2017,49202,46514,2688,5.5
17,117,IL,Macoupin,2017,23071,21971,1100,4.8
17,119,IL,Madison,2017,133452,127266,6186,4.6
17,121,IL,Marion,2017,17637,16730,907,5.1
17,123,IL,Marshall,2017,5470,5180,290,5.3
17,125,IL,Mason,2017,6375,5995,380,6
17,127,IL,Massac,2017,5875,5503,372,6.3
17,129,IL,Menard,2017,6723,6453,270,4
17,131,IL,Mercer,2017,8067,7662,405,5
17,133,IL,Monroe,2017,18356,17752,604,3.3
17,135,IL,Montgomery,2017,11886,11218,668,5.6
17,137,IL,Morgan,2017,16437,15732,705,4.3
17,139,IL,Moultrie,2017,7269,6990,279,3.8
17,141,IL,Ogle,2017,25178,23911,1267,5
17,143,IL,Peoria,2017,85721,80773,4948,5.8
17,145,IL,Perry,2017,8319,7828,491,5.9
17,147,IL,Piatt,2017,8453,8116,337,4
17,149,IL,Pike,2017,7192,6872,320,4.4
17,151,IL,Pope,2017,1754,1646,108,6.2
17,153,IL,Pulaski,2017,2098,1934,164,7.8
17,155,IL,Putnam,2017,2985,2842,143,4.8
17,157,IL,Randolph,2017,14114,13501,613,4.3
17,159,IL,Richland,2017,7535,7182,353,4.7
17,161,IL,Rock Island,2017,70698,67147,3551,5
17,163,IL,St. Clair,2017,125758,119566,6192,4.9
17,165,IL,Saline,2017,9694,9077,617,6.4
17,167,IL,Sangamon,2017,103457,99077,4380,4.2
17,169,IL,Schuyler,2017,3286,3141,145,4.4
17,171,IL,Scott,2017,2457,2331,126,5.1
17,173,IL,Shelby,2017,10235,9784,451,4.4
17,175,IL,Stark,2017,2682,2520,162,6
17,177,IL,Stephenson,2017,21537,20544,993,4.6
17,179,IL,Tazewell,2017,64033,60655,3378,5.3
17,181,IL,Union,2017,7354,6891,463,6.3
17,183,IL,Vermilion,2017,34070,31928,2142,6.3
17,185,IL,Wabash,2017,5596,5322,274,4.9
17,187,IL,Warren,2017,8643,8286,357,4.1
17,189,IL,Washington,2017,9542,9262,280,2.9
17,191,IL,Wayne,2017,6868,6451,417,6.1
17,193,IL,White,2017,6645,6327,318,4.8
17,195,IL,Whiteside,2017,28039,26712,1327,4.7
17,197,IL,Will,2017,361592,342895,18697,5.2
17,199,IL,Williamson,2017,31519,29918,1601,5.1
17,201,IL,Winnebago,2017,138602,129843,8759,6.3
17,203,IL,Woodford,2017,18837,18025,812,4.3
18,1,IN,Adams,2017,17235,16784,451,2.6
18,3,IN,Allen,2017,180751,174761,5990,3.3
18,5,IN,Bartholomew,2017,44516,43307,1209,2.7
18,7,IN,Benton,2017,4510,4357,153,3.4
18,9,IN,Blackford,2017,5372,5156,216,4
18,11,IN,Boone,2017,34993,34001,992,2.8
18,13,IN,Brown,2017,7547,7292,255,3.4
18,15,IN,Carroll,2017,10027,9684,343,3.4
18,17,IN,Cass,2017,17811,17130,681,3.8
18,19,IN,Clark,2017,60858,58747,2111,3.5
18,21,IN,Clay,2017,12204,11743,461,3.8
18,23,IN,Clinton,2017,16913,16392,521,3.1
18,25,IN,Crawford,2017,4923,4705,218,4.4
18,27,IN,Daviess,2017,15846,15404,442,2.8
18,29,IN,Dearborn,2017,25591,24605,986,3.9
18,31,IN,Decatur,2017,14681,14254,427,2.9
18,33,IN,DeKalb,2017,22211,21561,650,2.9
18,35,IN,Delaware,2017,55024,52708,2316,4.2
18,37,IN,Dubois,2017,23194,22594,600,2.6
18,39,IN,Elkhart,2017,111740,108915,2825,2.5
18,41,IN,Fayette,2017,9042,8588,454,5
18,43,IN,Floyd,2017,41151,39793,1358,3.3
18,45,IN,Fountain,2017,7882,7565,317,4
18,47,IN,Franklin,2017,11169,10765,404,3.6
18,49,IN,Fulton,2017,9696,9355,341,3.5
18,51,IN,Gibson,2017,19037,18475,562,3
18,53,IN,Grant,2017,31781,30540,1241,3.9
18,55,IN,Greene,2017,13480,12838,642,4.8
18,57,IN,Hamilton,2017,175574,170775,4799,2.7
18,59,IN,Hancock,2017,38770,37601,1169,3
18,61,IN,Harrison,2017,20035,19345,690,3.4
18,63,IN,Hendricks,2017,86205,83723,2482,2.9
18,65,IN,Henry,2017,22122,21312,810,3.7
18,67,IN,Howard,2017,37983,36534,1449,3.8
