statecode,countycode,state,county,year,laborforce,employed,unemployed,rate
37,85,NC,Harnett,2007,47956,45634,2322,4.8
37,87,NC,Haywood,2007,27421,26316,1105,4
37,89,NC,Henderson,2007,48419,46724,1695,3.5
37,91,NC,Hertford,2007,9925,9406,519,5.2
37,93,NC,Hoke,2007,19126,18157,969,5.1
37,95,NC,Hyde,2007,2689,2536,153,5.7
37,97,NC,Iredell,2007,79857,76196,3661,4.6
37,99,NC,Jackson,2007,21884,21080,804,3.7
37,101,NC,Johnston,2007,75088,72010,3078,4.1
37,103,NC,Jones,2007,4820,4606,214,4.4
37,105,NC,Lee,2007,26470,24975,1495,5.6
37,107,NC,Lenoir,2007,27936,26463,1473,5.3
37,109,NC,Lincoln,2007,39774,37819,1955,4.9
37,111,NC,McDowell,2007,21439,20245,1194,5.6
37,113,NC,Macon,2007,16643,15963,680,4.1
37,115,NC,Madison,2007,9830,9442,388,3.9
37,117,NC,Martin,2007,12022,11386,636,5.3
37,119,NC,Mecklenburg,2007,456736,436055,20681,4.5
37,121,NC,Mitchell,2007,7344,6822,522,7.1
37,123,NC,Montgomery,2007,11922,11171,751,6.3
37,125,NC,Moore,2007,37189,35495,1694,4.6
37,127,NC,Nash,2007,46370,43912,2458,5.3
37,129,NC,New Hanover,2007,104304,100377,3927,3.8
37,131,NC,Northampton,2007,9084,8542,542,6
37,133,NC,Onslow,2007,59887,57207,2680,4.5
37,135,NC,Orange,2007,67916,65724,2192,3.2
37,137,NC,Pamlico,2007,5600,5361,239,4.3
37,139,NC,Pasquotank,2007,18288,17374,914,5
37,141,NC,Pender,2007,23590,22594,996,4.2
37,143,NC,Perquimans,2007,5337,5060,277,5.2
37,145,NC,Person,2007,18861,17593,1268,6.7
37,147,NC,Pitt,2007,79009,75003,4006,5.1
37,149,NC,Polk,2007,9701,9370,331,3.4
37,151,NC,Randolph,2007,74238,70754,3484,4.7
37,153,NC,Richmond,2007,20691,19152,1539,7.4
37,155,NC,Robeson,2007,56833,53332,3501,6.2
37,157,NC,Rockingham,2007,44568,41822,2746,6.2
37,159,NC,Rowan,2007,70465,66228,4237,6
37,161,NC,Rutherford,2007,30295,28352,1943,6.4
37,163,NC,Sampson,2007,33022,31712,1310,4
37,165,NC,Scotland,2007,14507,13058,1449,10
37,167,NC,Stanly,2007,30681,29191,1490,4.9
37,169,NC,Stokes,2007,23807,22765,1042,4.4
37,171,NC,Surry,2007,35132,33263,1869,5.3
37,173,NC,Swain,2007,7292,6833,459,6.3
37,175,NC,Transylvania,2007,13357,12864,493,3.7
37,177,NC,Tyrrell,2007,2213,2088,125,5.6
37,179,NC,Union,2007,91672,88052,3620,3.9
37,181,NC,Vance,2007,19622,18320,1302,6.6
37,183,NC,Wake,2007,441589,426174,15415,3.5
37,185,NC,Warren,2007,7796,7311,485,6.2
37,187,NC,Washington,2007,6412,5999,413,6.4
37,189,NC,Watauga,2007,24743,23905,838,3.4
37,191,NC,Wayne,2007,52722,50347,2375,4.5
37,193,NC,Wilkes,2007,31357,29660,1697,5.4
37,195,NC,Wilson,2007,40724,38173,2551,6.3
37,197,NC,Yadkin,2007,19086,18271,815,4.3
37,199,NC,Yancey,2007,8077,7609,468,5.8
38,1,ND,Adams,2007,1294,1262,32,2.5
38,3,ND,Barnes,2007,6029,5840,189,3.1
38,5,ND,Benson,2007,2644,2470,174,6.6
38,7,ND,Billings,2007,507,494,13,2.6
38,9,ND,Bottineau,2007,3423,3300,123,3.6
38,11,ND,Bowman,2007,1763,1727,36,2
38,13,ND,Burke,2007,1016,990,26,2.6
38,15,ND,Burleigh,2007,47237,45984,1253,2.7
38,17,ND,Cass,2007,87690,85446,2244,2.6
38,19,ND,Cavalier,2007,2092,2029,63,3
38,21,ND,Dickey,2007,2947,2868,79,2.7
38,23,ND,Divide,2007,900,870,30,3.3
38,25,ND,Dunn,2007,1691,1626,65,3.8
38,27,ND,Eddy,2007,1293,1222,71,5.5
38,29,ND,Emmons,2007,1703,1615,88,5.2
38,31,ND,Foster,2007,1701,1643,58,3.4
38,33,ND,Golden Valley,2007,877,853,24,2.7
38,35,ND,Grand Forks,2007,39381,38252,1129,2.9
38,37,ND,Grant,2007,1200,1157,43,3.6
38,39,ND,Griggs,2007,1313,1278,35,2.7
38,41,ND,Hettinger,2007,1155,1109,46,4
38,43,ND,Kidder,2007,1225,1166,59,4.8
38,45,ND,LaMoure,2007,2187,2118,69,3.2
38,47,ND,Logan,2007,928,895,33,3.6
38,49,ND,McHenry,2007,2726,2590,136,5
38,51,ND,McIntosh,2007,1420,1380,40,2.8
38,53,ND,McKenzie,2007,2928,2838,90,3.1
38,55,ND,McLean,2007,4726,4508,218,4.6
38,57,ND,Mercer,2007,4753,4556,197,4.1
38,59,ND,Morton,2007,15021,14516,505,3.4
38,61,ND,Mountrail,2007,2972,2801,171,5.8
38,63,ND,Nelson,2007,1642,1575,67,4.1
38,65,ND,Oliver,2007,1131,1083,48,4.2
38,67,ND,Pembina,2007,4022,3797,225,5.6
38,69,ND,Pierce,2007,1913,1827,86,4.5
38,71,ND,Ramsey,2007,5890,5657,233,4
38,73,ND,Ransom,2007,3061,2965,96,3.1
38,75,ND,Renville,2007,1291,1252,39,3
38,77,ND,Richland,2007,8996,8696,300,3.3
38,79,ND,Rolette,2007,5157,4690,467,9.1
38,81,ND,Sargent,2007,2226,2145,81,3.6
38,83,ND,Sheridan,2007,635,603,32,5
38,85,ND,Sioux,2007,1292,1210,82,6.3
38,87,ND,Slope,2007,629,619,10,1.6
38,89,ND,Stark,2007,13947,13601,346,2.5
38,91,ND,Steele,2007,1119,1093,26,2.3
38,93,ND,Stutsman,2007,11876,11537,339,2.9
38,95,ND,Towner,2007,1144,1099,45,3.9
38,97,ND,Traill,2007,4237,4096,141,3.3
38,99,ND,Walsh,2007,5733,5492,241,4.2
38,101,ND,Ward,2007,29340,28461,879,3
38,103,ND,Wells,2007,2132,2034,98,4.6
38,105,ND,Williams,2007,13081,12833,248,1.9
39,1,OH,Adams,2007,13547,12506,1041,7.7
39,3,OH,Allen,2007,52259,48969,3290,6.3
39,5,OH,Ashland,2007,27654,26000,1654,6
39,7,OH,Ashtabula,2007,49729,46259,3470,7
39,9,OH,Athens,2007,30610,28746,1864,6.1
39,11,OH,Auglaize,2007,27156,25952,1204,4.4
39,13,OH,Belmont,2007,32878,31038,1840,5.6
39,15,OH,Brown,2007,21794,20381,1413,6.5
39,17,OH,Butler,2007,190611,180864,9747,5.1
39,19,OH,Carroll,2007,13935,13074,861,6.2
39,21,OH,Champaign,2007,21041,19800,1241,5.9
39,23,OH,Clark,2007,71363,66921,4442,6.2
39,25,OH,Clermont,2007,106078,100704,5374,5.1
39,27,OH,Clinton,2007,24450,23287,1163,4.8
39,29,OH,Columbiana,2007,53532,50208,3324,6.2
39,31,OH,Coshocton,2007,17513,16314,1199,6.8
39,33,OH,Crawford,2007,22347,20787,1560,7
39,35,OH,Cuyahoga,2007,653686,616532,37154,5.7
39,37,OH,Darke,2007,28313,26722,1591,5.6
39,39,OH,Defiance,2007,20795,19625,1170,5.6
39,41,OH,Delaware,2007,90447,86843,3604,4
39,43,OH,Erie,2007,42673,40097,2576,6
39,45,OH,Fairfield,2007,75513,71734,3779,5
39,47,OH,Fayette,2007,16895,16084,811,4.8
39,49,OH,Franklin,2007,622081,592795,29286,4.7
39,51,OH,Fulton,2007,23293,21825,1468,6.3
39,53,OH,Gallia,2007,14506,13608,898,6.2
39,55,OH,Geauga,2007,51658,49313,2345,4.5
39,57,OH,Greene,2007,79675,75499,4176,5.2
39,59,OH,Guernsey,2007,19889,18613,1276,6.4
39,61,OH,Hamilton,2007,437604,415449,22155,5.1
39,63,OH,Hancock,2007,41600,39728,1872,4.5
39,65,OH,Hardin,2007,15806,14863,943,6
39,67,OH,Harrison,2007,7417,6956,461,6.2
39,69,OH,Henry,2007,15931,14929,1002,6.3
39,71,OH,Highland,2007,21567,20287,1280,5.9
39,73,OH,Hocking,2007,14229,13321,908,6.4
39,75,OH,Holmes,2007,19739,18942,797,4
39,77,OH,Huron,2007,29739,27327,2412,8.1
39,79,OH,Jackson,2007,15922,14658,1264,7.9
39,81,OH,Jefferson,2007,32008,29969,2039,6.4
39,83,OH,Knox,2007,31128,29451,1677,5.4
39,85,OH,Lake,2007,133810,127339,6471,4.8
39,87,OH,Lawrence,2007,29601,28052,1549,5.2
39,89,OH,Licking,2007,83633,79207,4426,5.3
39,91,OH,Logan,2007,25324,24067,1257,5
39,93,OH,Lorain,2007,159594,150486,9108,5.7
39,95,OH,Lucas,2007,224338,209175,15163,6.8
39,97,OH,Madison,2007,20097,19043,1054,5.2
39,99,OH,Mahoning,2007,117091,109793,7298,6.2
39,101,OH,Marion,2007,32970,31165,1805,5.5
39,103,OH,Medina,2007,96074,91442,4632,4.8
39,105,OH,Meigs,2007,9274,8446,828,8.9
39,107,OH,Mercer,2007,24591,23648,943,3.8
39,109,OH,Miami,2007,55278,52280,2998,5.4
39,111,OH,Monroe,2007,5571,5116,455,8.2
39,113,OH,Montgomery,2007,271298,254523,16775,6.2
39,115,OH,Morgan,2007,5757,5220,537,9.3
39,117,OH,Morrow,2007,18013,16963,1050,5.8
39,119,OH,Muskingum,2007,39097,36062,3035,7.8
39,121,OH,Noble,2007,5830,5399,431,7.4
39,123,OH,Ottawa,2007,21764,20195,1569,7.2
39,125,OH,Paulding,2007,10970,10423,547,5
39,127,OH,Perry,2007,16449,15243,1206,7.3
39,129,OH,Pickaway,2007,24536,23048,1488,6.1
39,131,OH,Pike,2007,10922,9887,1035,9.5
39,133,OH,Portage,2007,92197,87293,4904,5.3
39,135,OH,Preble,2007,21688,20437,1251,5.8
39,137,OH,Putnam,2007,18282,17406,876,4.8
39,139,OH,Richland,2007,62590,58534,4056,6.5
39,141,OH,Ross,2007,35056,32642,2414,6.9
39,143,OH,Sandusky,2007,33950,31887,2063,6.1
39,145,OH,Scioto,2007,32298,29898,2400,7.4
39,147,OH,Seneca,2007,31225,29440,1785,5.7
39,149,OH,Shelby,2007,28444,27077,1367,4.8
39,151,OH,Stark,2007,192111,180927,11184,5.8
39,153,OH,Summit,2007,297444,281395,16049,5.4
39,155,OH,Trumbull,2007,106325,99690,6635,6.2
39,157,OH,Tuscarawas,2007,48239,45658,2581,5.4
39,159,OH,Union,2007,25475,24373,1102,4.3
39,161,OH,Van Wert,2007,15584,14726,858,5.5
39,163,OH,Vinton,2007,5895,5432,463,7.9
39,165,OH,Warren,2007,108163,103190,4973,4.6
39,167,OH,Washington,2007,33179,31462,1717,5.2
39,169,OH,Wayne,2007,60204,57299,2905,4.8
39,171,OH,Williams,2007,19786,18591,1195,6
39,173,OH,Wood,2007,69423,65714,3709,5.3
39,175,OH,Wyandot,2007,12245,11448,797,6.5
40,1,OK,Adair,2007,10876,10360,516,4.7
40,3,OK,Alfalfa,2007,2329,2227,102,4.4
40,5,OK,Atoka,2007,5914,5593,321,5.4
40,7,OK,Beaver,2007,3083,3001,82,2.7
40,9,OK,Beckham,2007,11609,11328,281,2.4
40,11,OK,Blaine,2007,4943,4734,209,4.2
40,13,OK,Bryan,2007,20677,19953,724,3.5
40,15,OK,Caddo,2007,11938,11345,593,5
40,17,OK,Canadian,2007,50999,49067,1932,3.8
40,19,OK,Carter,2007,25602,24729,873,3.4
40,21,OK,Cherokee,2007,23189,22247,942,4.1
40,23,OK,Choctaw,2007,6841,6478,363,5.3
40,25,OK,Cimarron,2007,1262,1214,48,3.8
40,27,OK,Cleveland,2007,117837,113477,4360,3.7
40,29,OK,Coal,2007,2499,2344,155,6.2
40,31,OK,Comanche,2007,44888,42939,1949,4.3
40,33,OK,Cotton,2007,3964,3858,106,2.7
40,35,OK,Craig,2007,7404,7063,341,4.6
40,37,OK,Creek,2007,30982,29624,1358,4.4
40,39,OK,Custer,2007,14502,14061,441,3
40,41,OK,Delaware,2007,18393,17552,841,4.6
40,43,OK,Dewey,2007,2450,2375,75,3.1
40,45,OK,Ellis,2007,2375,2316,59,2.5
40,47,OK,Garfield,2007,30294,29405,889,2.9
40,49,OK,Garvin,2007,14506,14031,475,3.3
40,51,OK,Grady,2007,22769,21768,1001,4.4
40,53,OK,Grant,2007,2539,2457,82,3.2
40,55,OK,Greer,2007,2002,1904,98,4.9
40,57,OK,Harmon,2007,1338,1292,46,3.4
40,59,OK,Harper,2007,1878,1825,53,2.8
40,61,OK,Haskell,2007,5651,5422,229,4.1
40,63,OK,Hughes,2007,4858,4561,297,6.1
40,65,OK,Jackson,2007,12580,12153,427,3.4
40,67,OK,Jefferson,2007,2354,2238,116,4.9
40,69,OK,Johnston,2007,5097,4878,219,4.3
40,71,OK,Kay,2007,22926,21962,964,4.2
40,73,OK,Kingfisher,2007,8357,8137,220,2.6
40,75,OK,Kiowa,2007,3963,3789,174,4.4
40,77,OK,Latimer,2007,4210,4000,210,5
40,79,OK,Le Flore,2007,21178,20003,1175,5.5
40,81,OK,Lincoln,2007,13908,13323,585,4.2
40,83,OK,Logan,2007,16991,16336,655,3.9
40,85,OK,Love,2007,5098,4940,158,3.1
40,87,OK,McClain,2007,14734,14172,562,3.8
40,89,OK,McCurtain,2007,13853,12967,886,6.4
40,91,OK,McIntosh,2007,8498,8037,461,5.4
40,93,OK,Major,2007,3967,3857,110,2.8
40,95,OK,Marshall,2007,6379,6102,277,4.3
40,97,OK,Mayes,2007,18255,17468,787,4.3
40,99,OK,Murray,2007,8113,7881,232,2.9
40,101,OK,Muskogee,2007,29586,27955,1631,5.5
40,103,OK,Noble,2007,5932,5732,200,3.4
40,105,OK,Nowata,2007,4912,4668,244,5
40,107,OK,Okfuskee,2007,4665,4434,231,5
40,109,OK,Oklahoma,2007,323354,309044,14310,4.4
40,111,OK,Okmulgee,2007,16063,15177,886,5.5
40,113,OK,Osage,2007,20153,19310,843,4.2
40,115,OK,Ottawa,2007,16941,16105,836,4.9
40,117,OK,Pawnee,2007,7376,7042,334,4.5
40,119,OK,Payne,2007,37680,36285,1395,3.7
40,121,OK,Pittsburg,2007,22653,21777,876,3.9
40,123,OK,Pontotoc,2007,20008,19289,719,3.6
40,125,OK,Pottawatomie,2007,32774,31409,1365,4.2
40,127,OK,Pushmataha,2007,5226,4969,257,4.9
40,129,OK,Roger Mills,2007,1869,1818,51,2.7
40,131,OK,Rogers,2007,39870,38352,1518,3.8
40,133,OK,Seminole,2007,10568,9991,577,5.5
40,135,OK,Sequoyah,2007,17912,16872,1040,5.8
40,137,OK,Stephens,2007,21561,20776,785,3.6
40,139,OK,Texas,2007,9376,9081,295,3.1
40,141,OK,Tillman,2007,3456,3295,161,4.7
40,143,OK,Tulsa,2007,291603,280376,11227,3.9
40,145,OK,Wagoner,2007,32564,31324,1240,3.8
40,147,OK,Washington,2007,26923,25994,929,3.5
40,149,OK,Washita,2007,5957,5777,180,3
40,151,OK,Woods,2007,4424,4163,261,5.9
40,153,OK,Woodward,2007,12002,11686,316,2.6
41,1,OR,Baker,2007,7292,6870,422,5.8
41,3,OR,Benton,2007,42323,40576,1747,4.1
41,5,OR,Clackamas,2007,196402,187434,8968,4.6
41,7,OR,Clatsop,2007,19891,18962,929,4.7
41,9,OR,Columbia,2007,23745,22391,1354,5.7
41,11,OR,Coos,2007,28219,26364,1855,6.6
41,13,OR,Crook,2007,9790,9183,607,6.2
41,15,OR,Curry,2007,9510,8889,621,6.5
41,17,OR,Deschutes,2007,81675,77625,4050,5
41,19,OR,Douglas,2007,47035,43421,3614,7.7
41,21,OR,Gilliam,2007,1046,999,47,4.5
41,23,OR,Grant,2007,3437,3161,276,8
41,25,OR,Harney,2007,3317,3075,242,7.3
41,27,OR,Hood River,2007,12884,12303,581,4.5
41,29,OR,Jackson,2007,101473,95750,5723,5.6
41,31,OR,Jefferson,2007,9289,8662,627,6.7
41,33,OR,Josephine,2007,34862,32405,2457,7
41,35,OR,Klamath,2007,30573,28458,2115,6.9
41,37,OR,Lake,2007,3639,3375,264,7.3
41,39,OR,Lane,2007,181463,172060,9403,5.2
41,41,OR,Lincoln,2007,22510,21272,1238,5.5
41,43,OR,Linn,2007,53653,50267,3386,6.3
41,45,OR,Malheur,2007,12719,12003,716,5.6
41,47,OR,Marion,2007,151768,143586,8182,5.4
41,49,OR,Morrow,2007,5326,5036,290,5.4
41,51,OR,Multnomah,2007,379156,360681,18475,4.9
41,53,OR,Polk,2007,38469,36579,1890,4.9
41,55,OR,Sherman,2007,930,885,45,4.8
41,57,OR,Tillamook,2007,12433,11821,612,4.9
41,59,OR,Umatilla,2007,36645,34522,2123,5.8
41,61,OR,Union,2007,12235,11562,673,5.5
41,63,OR,Wallowa,2007,3648,3427,221,6.1
41,65,OR,Wasco,2007,13239,12589,650,4.9
41,67,OR,Washington,2007,283981,271750,12231,4.3
41,69,OR,Wheeler,2007,611,577,34,5.6
41,71,OR,Yamhill,2007,46583,44255,2328,5
42,1,PA,Adams,2007,55892,54028,1864,3.3
42,3,PA,Allegheny,2007,633672,607439,26233,4.1
42,5,PA,Armstrong,2007,32834,31192,1642,5
42,7,PA,Beaver,2007,88933,84904,4029,4.5
42,9,PA,Bedford,2007,23545,22215,1330,5.6
42,11,PA,Berks,2007,203068,194447,8621,4.2
42,13,PA,Blair,2007,65094,62365,2729,4.2
42,15,PA,Bradford,2007,30827,29368,1459,4.7
42,17,PA,Bucks,2007,347367,334141,13226,3.8
42,19,PA,Butler,2007,96948,93055,3893,4
42,21,PA,Cambria,2007,68335,64702,3633,5.3
42,23,PA,Cameron,2007,2555,2401,154,6
42,25,PA,Carbon,2007,31081,29413,1668,5.4
42,27,PA,Centre,2007,73700,71112,2588,3.5
42,29,PA,Chester,2007,267222,258865,8357,3.1
42,31,PA,Clarion,2007,20286,19319,967,4.8
42,33,PA,Clearfield,2007,40780,38551,2229,5.5
42,35,PA,Clinton,2007,19149,18145,1004,5.2
42,37,PA,Columbia,2007,35206,33429,1777,5
42,39,PA,Crawford,2007,42787,40674,2113,4.9
42,41,PA,Cumberland,2007,123188,119168,4020,3.3
42,43,PA,Dauphin,2007,135823,130509,5314,3.9
42,45,PA,Delaware,2007,283132,271606,11526,4.1
42,47,PA,Elk,2007,17483,16659,824,4.7
42,49,PA,Erie,2007,140590,133805,6785,4.8
42,51,PA,Fayette,2007,65659,61917,3742,5.7
42,53,PA,Forest,2007,2394,2237,157,6.6
42,55,PA,Franklin,2007,80752,78014,2738,3.4
42,57,PA,Fulton,2007,8104,7652,452,5.6
42,59,PA,Greene,2007,18128,17223,905,5
42,61,PA,Huntingdon,2007,22187,21044,1143,5.2
42,63,PA,Indiana,2007,45705,43578,2127,4.7
42,65,PA,Jefferson,2007,23094,22027,1067,4.6
42,67,PA,Juniata,2007,12488,11962,526,4.2
42,69,PA,Lackawanna,2007,106909,101792,5117,4.8
42,71,PA,Lancaster,2007,269595,260379,9216,3.4
42,73,PA,Lawrence,2007,44068,41769,2299,5.2
42,75,PA,Lebanon,2007,72124,69628,2496,3.5
42,77,PA,Lehigh,2007,175800,168063,7737,4.4
42,79,PA,Luzerne,2007,159118,151181,7937,5
42,81,PA,Lycoming,2007,59328,56408,2920,4.9
42,83,PA,McKean,2007,21676,20591,1085,5
42,85,PA,Mercer,2007,55433,52359,3074,5.5
42,87,PA,Mifflin,2007,22514,21338,1176,5.2
42,89,PA,Monroe,2007,81613,77608,4005,4.9
42,91,PA,Montgomery,2007,430052,415122,14930,3.5
42,93,PA,Montour,2007,9214,8859,355,3.9
42,95,PA,Northampton,2007,151894,145194,6700,4.4
42,97,PA,Northumberland,2007,47308,44904,2404,5.1
42,99,PA,Perry,2007,24560,23565,995,4.1
42,101,PA,Philadelphia,2007,620518,582727,37791,6.1
42,103,PA,Pike,2007,27631,26134,1497,5.4
42,105,PA,Potter,2007,7756,7196,560,7.2
42,107,PA,Schuylkill,2007,73592,69906,3686,5
42,109,PA,Snyder,2007,19834,18913,921,4.6
42,111,PA,Somerset,2007,38870,36732,2138,5.5
42,113,PA,Sullivan,2007,2996,2858,138,4.6
42,115,PA,Susquehanna,2007,21647,20707,940,4.3
42,117,PA,Tioga,2007,20374,19259,1115,5.5
42,119,PA,Union,2007,17676,16746,930,5.3
42,121,PA,Venango,2007,26073,24791,1282,4.9
42,123,PA,Warren,2007,21423,20447,976,4.6
42,125,PA,Washington,2007,104070,99305,4765,4.6
42,127,PA,Wayne,2007,25655,24580,1075,4.2
42,129,PA,Westmoreland,2007,185838,177330,8508,4.6
42,131,PA,Wyoming,2007,14413,13654,759,5.3
42,133,PA,York,2007,225424,216856,8568,3.8
44,1,RI,Bristol,2007,27647,26403,1244,4.5
44,3,RI,Kent,2007,97802,92912,4890,5
44,5,RI,Newport,2007,45374,43313,2061,4.5
44,7,RI,Providence,2007,328144,309733,18411,5.6
44,9,RI,Washington,2007,74206,71040,3166,4.3
45,1,SC,Abbeville,2007,11511,10580,931,8.1
45,3,SC,Aiken,2007,74572,70571,4001,5.4
45,5,SC,Allendale,2007,3546,3180,366,10.3
45,7,SC,Anderson,2007,84980,80072,4908,5.8
45,9,SC,Bamberg,2007,6232,5664,568,9.1
45,11,SC,Barnwell,2007,8818,7996,822,9.3
45,13,SC,Beaufort,2007,63906,61117,2789,4.4
45,15,SC,Berkeley,2007,77641,73923,3718,4.8
45,17,SC,Calhoun,2007,6896,6465,431,6.3
45,19,SC,Charleston,2007,173525,165971,7554,4.4
45,21,SC,Cherokee,2007,25257,23543,1714,6.8
45,23,SC,Chester,2007,15475,13788,1687,10.9
45,25,SC,Chesterfield,2007,18468,17037,1431,7.7
45,27,SC,Clarendon,2007,12641,11580,1061,8.4
45,29,SC,Colleton,2007,16458,15456,1002,6.1
45,31,SC,Darlington,2007,30770,28762,2008,6.5
45,33,SC,Dillon,2007,12978,11797,1181,9.1
45,35,SC,Dorchester,2007,62138,59419,2719,4.4
45,37,SC,Edgefield,2007,10975,10281,694,6.3
45,39,SC,Fairfield,2007,11118,10174,944,8.5
45,41,SC,Florence,2007,62583,58784,3799,6.1
45,43,SC,Georgetown,2007,29139,27340,1799,6.2
45,45,SC,Greenville,2007,220826,210480,10346,4.7
45,47,SC,Greenwood,2007,30936,28799,2137,6.9
45,49,SC,Hampton,2007,7855,7330,525,6.7
45,51,SC,Horry,2007,130268,123740,6528,5
45,53,SC,Jasper,2007,10062,9602,460,4.6
45,55,SC,Kershaw,2007,29633,28045,1588,5.4
45,57,SC,Lancaster,2007,29787,26932,2855,9.6
45,59,SC,Laurens,2007,33357,30968,2389,7.2
45,61,SC,Lee,2007,8137,7476,661,8.1
45,63,SC,Lexington,2007,131525,126132,5393,4.1
45,65,SC,McCormick,2007,3496,3148,348,10
45,67,SC,Marion,2007,12854,11372,1482,11.5
45,69,SC,Marlboro,2007,11832,10426,1406,11.9
45,71,SC,Newberry,2007,18019,17008,1011,5.6
45,73,SC,Oconee,2007,30225,28149,2076,6.9
45,75,SC,Orangeburg,2007,40302,37031,3271,8.1
45,77,SC,Pickens,2007,58130,55185,2945,5.1
45,79,SC,Richland,2007,179489,170088,9401,5.2
45,81,SC,Saluda,2007,9116,8632,484,5.3
45,83,SC,Spartanburg,2007,134253,126674,7579,5.6
45,85,SC,Sumter,2007,44599,41465,3134,7
45,87,SC,Union,2007,11657,10611,1046,9
45,89,SC,Williamsburg,2007,15258,13885,1373,9
45,91,SC,York,2007,104653,99009,5644,5.4
46,3,SD,Aurora,2007,1381,1341,40,2.9
46,5,SD,Beadle,2007,9448,9217,231,2.4
46,7,SD,Bennett,2007,1389,1333,56,4
46,9,SD,Bon Homme,2007,3091,2974,117,3.8
46,11,SD,Brookings,2007,19704,19279,425,2.2
46,13,SD,Brown,2007,21248,20758,490,2.3
46,15,SD,Brule,2007,2814,2741,73,2.6
46,17,SD,Buffalo,2007,489,435,54,11
46,19,SD,Butte,2007,5341,5198,143,2.7
46,21,SD,Campbell,2007,836,810,26,3.1
46,23,SD,Charles Mix,2007,4030,3895,135,3.3
46,25,SD,Clark,2007,1834,1768,66,3.6
46,27,SD,Clay,2007,7614,7423,191,2.5
46,29,SD,Codington,2007,16778,16334,444,2.6
46,31,SD,Corson,2007,1352,1276,76,5.6
46,33,SD,Custer,2007,4712,4582,130,2.8
46,35,SD,Davison,2007,11285,11009,276,2.4
46,37,SD,Day,2007,2874,2737,137,4.8
46,39,SD,Deuel,2007,2677,2584,93,3.5
46,41,SD,Dewey,2007,2515,2274,241,9.6
46,43,SD,Douglas,2007,1675,1633,42,2.5
46,45,SD,Edmunds,2007,2062,2010,52,2.5
46,47,SD,Fall River,2007,3753,3632,121,3.2
46,49,SD,Faulk,2007,1119,1084,35,3.1
46,51,SD,Grant,2007,4227,4085,142,3.4
46,53,SD,Gregory,2007,2374,2298,76,3.2
46,55,SD,Haakon,2007,1166,1137,29,2.5
46,57,SD,Hamlin,2007,3003,2919,84,2.8
46,59,SD,Hand,2007,1873,1822,51,2.7
46,61,SD,Hanson,2007,1977,1918,59,3
46,63,SD,Harding,2007,748,729,19,2.5
46,65,SD,Hughes,2007,10230,9992,238,2.3
46,67,SD,Hutchinson,2007,3783,3669,114,3
46,69,SD,Hyde,2007,734,710,24,3.3
46,71,SD,Jackson,2007,1207,1143,64,5.3
46,73,SD,Jerauld,2007,1379,1346,33,2.4
46,75,SD,Jones,2007,702,687,15,2.1
46,77,SD,Kingsbury,2007,2952,2868,84,2.8
46,79,SD,Lake,2007,6889,6690,199,2.9
46,81,SD,Lawrence,2007,13460,13119,341,2.5
46,83,SD,Lincoln,2007,21201,20723,478,2.3
46,85,SD,Lyman,2007,1971,1886,85,4.3
46,87,SD,McCook,2007,2789,2713,76,2.7
46,89,SD,McPherson,2007,1130,1083,47,4.2
46,91,SD,Marshall,2007,2070,1983,87,4.2
46,93,SD,Meade,2007,12470,12118,352,2.8
46,95,SD,Mellette,2007,887,848,39,4.4
46,97,SD,Miner,2007,1200,1158,42,3.5
46,99,SD,Minnehaha,2007,99419,96929,2490,2.5
46,101,SD,Moody,2007,4060,3909,151,3.7
46,102,SD,Oglala Lakota,2007,3798,3501,297,7.8
46,103,SD,Pennington,2007,54352,52890,1462,2.7
46,105,SD,Perkins,2007,1646,1598,48,2.9
46,107,SD,Potter,2007,1306,1268,38,2.9
46,109,SD,Roberts,2007,4878,4682,196,4
46,111,SD,Sanborn,2007,1471,1435,36,2.4
46,115,SD,Spink,2007,3393,3286,107,3.2
46,117,SD,Stanley,2007,1927,1883,44,2.3
46,119,SD,Sully,2007,992,970,22,2.2
46,121,SD,Todd,2007,3428,3231,197,5.7
46,123,SD,Tripp,2007,3007,2920,87,2.9
46,125,SD,Turner,2007,4305,4178,127,3
46,127,SD,Union,2007,8207,7961,246,3
46,129,SD,Walworth,2007,2714,2608,106,3.9
46,135,SD,Yankton,2007,12299,11984,315,2.6
46,137,SD,Ziebach,2007,865,814,51,5.9
47,1,TN,Anderson,2007,35887,34369,1518,4.2
47,3,TN,Bedford,2007,22991,21887,1104,4.8
47,5,TN,Benton,2007,7003,6576,427,6.1
47,7,TN,Bledsoe,2007,4943,4657,286,5.8
47,9,TN,Blount,2007,62908,60431,2477,3.9
47,11,TN,Bradley,2007,48328,46164,2164,4.5
47,13,TN,Campbell,2007,17046,16138,908,5.3
47,15,TN,Cannon,2007,6445,6133,312,4.8
47,17,TN,Carroll,2007,13841,12969,872,6.3
47,19,TN,Carter,2007,29725,28282,1443,4.9
47,21,TN,Cheatham,2007,20541,19754,787,3.8
47,23,TN,Chester,2007,7918,7502,416,5.3
47,25,TN,Claiborne,2007,13246,12536,710,5.4
47,27,TN,Clay,2007,3528,3248,280,7.9
47,29,TN,Cocke,2007,16605,15563,1042,6.3
47,31,TN,Coffee,2007,26001,24821,1180,4.5
47,33,TN,Crockett,2007,6596,6191,405,6.1
